id,p
170747,0.109310292791
170748,0.32813490566
170749,0.47198154233
170750,0.356774334078
170751,0.19378184778
170752,0.604821145922
170753,0.165337937591
170754,0.146971829409
170755,0.365597855105
170756,0.114653209164
170757,0.211912268763
170758,0.241898281437
170759,0.313612694608
170760,0.223619421169
170761,0.16982200122
170762,0.288859882291
170763,0.171093047144
170764,0.432058410003
170765,0.13368606743
170766,0.25031788687
170767,0.131092694183
170768,0.351496457194
170769,0.480590635756
170770,0.154565389249
170771,0.0493636525933
170772,0.136994509787
170773,0.493393443096
170774,0.230699192803
170775,0.378949245681
170776,0.211294413706
170777,0.203947065345
170778,0.153629257681
170779,0.153728548378
170780,0.159064620036
170781,0.551091243751
170782,0.00980328341798
170783,0.120913754403
170784,0.254817435091
170785,0.347454213548
170786,0.129072991924
170787,0.205889898907
170788,0.33397826988
170789,0.192683134473
170790,0.139186957287
170791,0.129433539496
170792,0.0619601045233
170793,0.134954381755
170794,0.2274126013
170795,0.640238599716
170796,0.0494282648979
170797,0.129090729941
170798,0.306131268294
170799,0.188981876952
170800,0.0971165146948
170801,0.472164675051
170802,0.310347696557
170803,0.340077510173
170804,0.361123773119
170805,0.346970429722
170806,0.34563138712
170807,0.117973970998
170808,0.356407992083
170809,0.202093089392
170810,0.543382075076
170811,0.382205867006
170812,0.124408082022
170813,0.130597073741
170814,0.0956238595622
170815,0.275608219079
170816,0.426926590128
170817,0.275850803164
170818,0.338192896434
170819,0.0833026259929
170820,0.363601295711
170821,0.322709465114
170822,0.292464240008
170823,0.308287815036
170824,0.128799589358
170825,0.550540628161
170826,0.0557363078675
170827,0.0860189289652
170828,0.212383515616
170829,0.384955173705
170830,0.370914955489
170831,0.157400384969
170832,0.320851039589
170833,0.165749308927
170834,0.589716366409
170835,0.742484126138
170836,0.627843371159
170837,0.666002212207
170838,0.0211621726354
170839,0.28455612409
170840,0.472294524898
170841,0.119254828274
170842,0.386532040379
170843,0.264382625047
170844,0.0351103334713
170845,0.20560613209
170846,0.238290890997
