id,p
170747,0.0582717172801
170748,0.195996120572
170749,0.343061327934
170750,0.224016785622
170751,0.0967866778374
170752,0.469148308039
170753,0.0763551518321
170754,0.0696669667959
170755,0.227950260043
170756,0.0591008737683
170757,0.102156110108
170758,0.118616230786
170759,0.186256438494
170760,0.10908601433
170761,0.0796923339367
170762,0.153028741479
170763,0.0843497440219
170764,0.256677865982
170765,0.0654697790742
170766,0.154159292579
170767,0.0638232454658
170768,0.212027698755
170769,0.331207364798
170770,0.0779165178537
170771,0.0256151221693
170772,0.0665617063642
170773,0.354074835777
170774,0.102081671357
170775,0.223979055882
170776,0.117184624076
170777,0.0976519286633
170778,0.0714267268777
170779,0.0726118013263
170780,0.0780730172992
170781,0.412262707949
170782,0.00700483005494
170783,0.0642127692699
170784,0.135199293494
170785,0.209301576018
170786,0.0590756088495
170787,0.105107717216
170788,0.187281802297
170789,0.0937331169844
170790,0.0666688382626
170791,0.0669418722391
170792,0.0334545001388
170793,0.068914540112
170794,0.11549641192
170795,0.534291088581
170796,0.0284418035299
170797,0.0623763129115
170798,0.181775033474
170799,0.0949925705791
170800,0.0373864732683
170801,0.32711699605
170802,0.181368127465
170803,0.210707589984
170804,0.2257591784
170805,0.210404783487
170806,0.210171103477
170807,0.0700871646404
170808,0.209259852767
170809,0.101127929986
170810,0.410615622997
170811,0.242922767997
170812,0.0585102550685
170813,0.0814187899232
170814,0.0493328869343
170815,0.154656872153
170816,0.28488907218
170817,0.158822089434
170818,0.201367720962
170819,0.0364209040999
170820,0.227720960975
170821,0.18855689466
170822,0.156867727637
170823,0.16693431139
170824,0.0569097287953
170825,0.421278715134
170826,0.0301626753062
170827,0.0470623448491
170828,0.105831429362
170829,0.235700264573
170830,0.235386073589
170831,0.0769055560231
170832,0.170159772038
170833,0.078593172133
170834,0.449559986591
170835,0.684328913689
170836,0.521857440472
170837,0.557111382484
170838,0.0132206194103
170839,0.17083697021
170840,0.328699082136
170841,0.0641934722662
170842,0.234715864062
170843,0.131182998419
170844,0.0215444322675
170845,0.125545576215
170846,0.11063760519
170847,0.0206227116287
170848,0.242278724909
170849,0.0715853050351
170850,0.154849871993
170851,0.12991169095
170852,0.35856410861
170853,0.0423166193068
170854,0.35608035326
170855,0.140763744712
170856,0.143156722188
170857,0.278508543968
170858,0.0521960072219
170859,0.103489585221
170860,0.0623002946377
170861,0.0607516430318
170862,0.282478541136
170863,0.0334892086685
170864,0.158185973763
170865,0.297719180584
170866,0.0570665486157
170867,0.0559316463768
170868,0.0828385055065
170869,0.445671290159
170870,0.160452723503
170871,0.195638239384
170872,0.167373284698
170873,0.0280757639557
170874,0.130525708199
170875,0.0385390110314
170876,0.0990376919508
170877,0.0548269636929
170878,0.0250840857625
170879,0.37533891201
170880,0.0345346108079
170881,0.102610565722
170882,0.0817715078592
170883,0.100700765848
170884,0.131680369377
170885,0.0653913095593
170886,0.128983512521
170887,0.292668223381
170888,0.0577712357044
170889,0.39848870039
170890,0.0538519285619
170891,0.197662323713
170892,0.0404332987964
170893,0.065561413765
170894,0.0736979320645
170895,0.102015562356
170896,0.05074859038
170897,0.486202865839
170898,0.0315456651151
170899,0.112745866179
170900,0.180901095271
170901,0.0789354518056
170902,0.387763887644
170903,0.0827016308904
170904,0.117181479931
170905,0.0976479053497
170906,0.0440936274827
170907,0.051421765238
170908,0.415355980396
170909,0.0493988990784
170910,0.0415323600173
170911,0.101017132401
170912,0.0673748776317
170913,0.0493549033999
170914,0.129896000028
170915,0.24582105875
170916,0.137809976935
170917,0.222155749798
170918,0.311349034309
170919,0.0277365334332
170920,0.601495683193
170921,0.152748763561
170922,0.232695356011
170923,0.0403958708048
170924,0.0759995877743
170925,0.263294279575
170926,0.0807173326612
170927,0.00773999048397
170928,0.0143265705556
170929,0.04280064255
170930,0.357039690018
170931,0.0420443229377
170932,0.0292792394757
170933,0.0866696387529
170934,0.0717773512006
170935,0.374452888966
170936,0.0568915940821
170937,0.295853257179
170938,0.148944109678
170939,0.194317117333
170940,0.189886525273
170941,0.0744287595153
170942,0.273349285126
170943,0.0498843118548
170944,0.0959187522531
170945,0.286340355873
170946,0.0869837626815
170947,0.0987738221884
170948,0.0803465247154
170949,0.223029479384
170950,0.0824306607246
170951,0.295301705599
170952,0.232255190611
170953,0.0601367428899
170954,0.137777730823
170955,0.0633431151509
170956,0.0971037149429
170957,0.0663309916854
170958,0.146412879229
170959,0.0914696604013
170960,0.0377614721656
170961,0.0675532519817
170962,0.201726958156
170963,0.23094317317
170964,0.0875935554504
170965,0.497558295727
170966,0.0268387682736
170967,0.348930686712
170968,0.0883452668786
170969,0.0705550611019
170970,0.292342126369
170971,0.218531370163
170972,0.215307474136
170973,0.0686971768737
170974,0.369781643152
170975,0.0641008242965
170976,0.265041381121
170977,0.305737137794
170978,0.200176745653
170979,0.0762110650539
170980,0.12661601603
170981,0.0762446075678
170982,0.34201875329
170983,0.0912373587489
170984,0.329413801432
170985,0.0783696398139
170986,0.0468969158828
170987,0.0351139418781
170988,0.0546674206853
170989,0.372159063816
170990,0.410034388304
170991,0.17529438436
170992,0.614896535873
170993,0.0859643891454
170994,0.0928997248411
170995,0.422658830881
170996,0.15246757865
170997,0.0940693691373
170998,0.103849180043
170999,0.021603314206
171000,0.0763117671013
171001,0.040002271533
171002,0.271400362253
171003,0.029672941193
171004,0.626464724541
171005,0.0438767112792
171006,0.19616740942
171007,0.364637166262
171008,0.347080737352
171009,0.040508273989
171010,0.21837207675
171011,0.0721839591861
171012,0.167494386435
171013,0.076367713511
171014,0.0564797893167
171015,0.101407974958
171016,0.209120839834
171017,0.100805900991
171018,0.0727664008737
171019,0.274941295385
171020,0.123006813228
171021,0.0449119322002
171022,0.354721277952
171023,0.230209052563
171024,0.114981502295
171025,0.0303421095014
171026,0.0225001163781
171027,0.357688069344
171028,0.128921419382
171029,0.115355148911
171030,0.0473904162645
171031,0.223552942276
171032,0.424121260643
171033,0.14297272265
171034,0.0511302687228
171035,0.381678074598
171036,0.107703074813
171037,0.0584927499294
171038,0.0941419526935
171039,0.0889789089561
171040,0.0664616972208
171041,0.0968970507383
171042,0.0764159634709
171043,0.0495054759085
171044,0.186640366912
171045,0.397636562586
171046,0.177247777581
171047,0.372449934483
171048,0.0380948670208
171049,0.0414875335991
171050,0.0330119989812
171051,0.0529028251767
171052,0.505144357681
171053,0.0553681217134
171054,0.169705182314
171055,0.268680036068
171056,0.123444370925
171057,0.0213139615953
171058,0.0220722146332
171059,0.376026362181
171060,0.052353002131
171061,0.250093609095
171062,0.160517096519
171063,0.182034254074
171064,0.118256136775
171065,0.178508669138
171066,0.221350088716
171067,0.0305637009442
171068,0.0751052200794
171069,0.128946855664
171070,0.328717172146
171071,0.136920049787
171072,0.0858975350857
171073,0.0578851848841
171074,0.229947894812
171075,0.309901356697
171076,0.458483785391
171077,0.425577700138
171078,0.0855076983571
171079,0.0382457152009
171080,0.0565108805895
171081,0.300239652395
171082,0.153673067689
171083,0.360010385513
171084,0.314400404692
171085,0.280705243349
171086,0.0217900127172
171087,0.169104069471
171088,0.0715768113732
171089,0.039191711694
171090,0.066817946732
171091,0.0903335437179
171092,0.0746498480439
171093,0.241016045213
171094,0.0744004696608
171095,0.119672261178
171096,0.207228451967
171097,0.383160680532
171098,0.0252720192075
171099,0.0665278509259
171100,0.0812688171864
171101,0.0740612968802
171102,0.20773075521
171103,0.0218200422823
171104,0.0583007447422
171105,0.447561770678
171106,0.175597012043
171107,0.194146946073
171108,0.238645479083
171109,0.0783289596438
171110,0.216675803065
171111,0.10449860245
171112,0.0739340856671
171113,0.246154099703
171114,0.0291508566588
171115,0.244135588408
171116,0.191857948899
171117,0.305051714182
171118,0.0273341517895
171119,0.0686729922891
171120,0.0746161192656
171121,0.0447892360389
171122,0.071011595428
171123,0.251082271338
171124,0.195740178227
171125,0.257959038019
171126,0.189292058349
171127,0.0556159317493
171128,0.0359091609716
171129,0.0246582552791
171130,0.0685892775655
171131,0.352502018213
171132,0.118581824005
171133,0.055775474757
171134,0.309841066599
171135,0.355806708336
171136,0.067517966032
171137,0.301834434271
171138,0.0422119684517
171139,0.100132882595
171140,0.0708480030298
171141,0.180565595627
171142,0.118300072849
171143,0.372466534376
171144,0.381369918585
171145,0.0513882860541
171146,0.0287526771426
171147,0.11139614135
171148,0.275850325823
171149,0.0257329158485
171150,0.0561064444482
171151,0.228797957301
171152,0.277153849602
171153,0.646748661995
171154,0.0384962297976
171155,0.266808718443
171156,0.060478862375
171157,0.0655820742249
171158,0.134077057242
171159,0.170940890908
171160,0.0511625185609
171161,0.0864280313253
171162,0.133678331971
171163,0.786257743835
171164,0.231707274914
171165,0.508321762085
171166,0.200290814042
171167,0.150844886899
171168,0.285841226578
171169,0.11826762557
171170,0.139914214611
171171,0.0546603873372
171172,0.117966428399
171173,0.180495426059
171174,0.159738093615
171175,0.0562578253448
171176,0.350867390633
171177,0.424371778965
171178,0.279960125685
171179,0.0934072434902
171180,0.0289431009442
171181,0.317312717438
171182,0.161151573062
171183,0.100303448737
171184,0.16966868937
171185,0.0480644069612
171186,0.38186621666
171187,0.549785733223
171188,0.188317000866
171189,0.0453007183969
171190,0.0307750683278
171191,0.0675665587187
171192,0.123484104872
171193,0.5444663167
171194,0.140428423882
171195,0.0793108418584
171196,0.558108985424
171197,0.369993031025
171198,0.184207618237
171199,0.307684600353
171200,0.0837970972061
171201,0.102579303086
171202,0.663061618805
171203,0.210061490536
171204,0.0834094509482
171205,0.300257652998
171206,0.0715836882591
171207,0.129162222147
171208,0.133776471019
171209,0.0629224553704
171210,0.328275412321
171211,0.179114297032
171212,0.141938060522
171213,0.398472815752
171214,0.0644826740026
171215,0.232905611396
171216,0.354251652956
171217,0.364432692528
171218,0.117656931281
171219,0.391877055168
171220,0.139247477055
171221,0.0164893586189
171222,0.086667843163
171223,0.306785434484
171224,0.390474826097
171225,0.652791798115
171226,0.130665928125
171227,0.369223803282
171228,0.219912454486
171229,0.305904865265
171230,0.499343544245
171231,0.0267312377691
171232,0.0605320222676
171233,0.134825870395
171234,0.0824263319373
171235,0.259618997574
171236,0.0603094212711
171237,0.0647555962205
171238,0.233236446977
171239,0.0279740225524
171240,0.300477921963
171241,0.153494477272
171242,0.118744403124
171243,0.279634982347
171244,0.134528428316
171245,0.203474968672
171246,0.091334566474
171247,0.0978302955627
171248,0.328215003014
171249,0.0970588028431
171250,0.299459666014
171251,0.0635431557894
171252,0.0509488768876
171253,0.0836303979158
171254,0.0481995157897
171255,0.126694500446
171256,0.116370379925
171257,0.600375473499
171258,0.0754208639264
171259,0.0518450811505
171260,0.072550624609
171261,0.0179504677653
171262,0.0804472342134
171263,0.0593921430409
171264,0.299128204584
171265,0.423323631287
171266,0.245497062802
171267,0.437352180481
171268,0.292516469955
171269,0.282918184996
171270,0.320092350245
171271,0.298118889332
171272,0.228135988116
171273,0.624193787575
171274,0.384440273046
171275,0.422671616077
171276,0.381976544857
171277,0.196120768785
171278,0.0536405332386
171279,0.142804414034
171280,0.104224458337
171281,0.0492618717253
171282,0.0799918621778
171283,0.0341274254024
171284,0.660828888416
171285,0.521196603775
171286,0.582773983479
171287,0.0790844783187
171288,0.0499407052994
171289,0.139405459166
171290,0.0331937000155
171291,0.295725315809
171292,0.0926531627774
171293,0.20045183599
171294,0.477336466312
171295,0.0725116357207
171296,0.048994936049
171297,0.341064274311
171298,0.226308703423
171299,0.0417475104332
171300,0.0580563992262
171301,0.199684292078
171302,0.0788952335715
171303,0.289803802967
171304,0.240761548281
171305,0.218992009759
171306,0.0804672166705
171307,0.214877143502
171308,0.164910241961
171309,0.10423732549
171310,0.0256398059428
171311,0.126989528537
171312,0.0545008070767
171313,0.138326063752
171314,0.523376464844
171315,0.321897447109
171316,0.32527834177
171317,0.0651212334633
171318,0.100831314921
171319,0.333733707666
171320,0.147995948792
171321,0.218132153153
171322,0.0339042320848
171323,0.149063378572
171324,0.0484986752272
171325,0.319782704115
171326,0.33612254262
171327,0.0991134867072
171328,0.0596877299249
171329,0.0356077775359
171330,0.343735724688
171331,0.104215912521
